seed,step,proxy,raw_proxy,quality,concern,action_score,flagged,words,empathy_hits
19,0,14.519062499999999,7.276406250000001,87.97888601712616,0.8541666666666666,0.8489583333333334,0.078125,31.0625,1.375
19,20,16.211458333333333,8.122604166666667,87.73015527482924,0.8541666666666666,0.84375,0.09895833333333333,32.046875,1.5520833333333333
19,40,18.13,9.081875,87.27163592959114,0.8489583333333334,0.8385416666666666,0.11979166666666667,33.145833333333336,1.7135416666666667
19,60,21.672708333333333,10.853229166666667,86.13810292358569,0.8385416666666666,0.8229166666666666,0.15625,35.125,2.078125
19,80,25.120833333333334,12.62140625,84.49220827851342,0.8177083333333334,0.8072916666666666,0.21354166666666666,37.041666666666664,2.4791666666666665
19,100,29.91395833333333,15.01796875,84.04732229065867,0.8177083333333334,0.8020833333333334,0.3072916666666667,40.052083333333336,3.0989583333333335
19,120,38.07208333333333,19.22880208333333,80.5025241938216,0.7916666666666666,0.75,0.4739583333333333,44.041666666666664,4.380208333333333
19,140,59.7465625,30.539895833333333,73.56289147603486,0.7864583333333334,0.609375,0.734375,54.984375,8.354166666666666
19,160,87.468125,45.818072916666665,56.34185428058783,0.7135416666666666,0.2760416666666667,0.9375,67.36458333333333,13.776041666666666
19,180,93.90958333333333,49.67223958333333,49.702893876849,0.6302083333333334,0.20833333333333334,0.9739583333333334,70.33333333333333,15.010416666666666
19,200,95.56114583333333,50.964375,47.02874866137976,0.59375,0.18229166666666666,0.9791666666666666,71.390625,15.307291666666666
19,220,96.62906249999999,51.951874999999994,44.804896902275004,0.5572916666666666,0.16666666666666666,0.9895833333333334,72.484375,15.432291666666666
19,240,97.64489583333334,52.88499999999999,40.99847902096112,0.4947916666666667,0.140625,0.9947916666666666,73.19791666666667,15.59375
19,260,97.94687499999999,53.42223958333333,38.50542839244948,0.4479166666666667,0.13020833333333334,0.9947916666666666,73.640625,15.614583333333334
19,280,98.60645833333335,54.10109374999999,36.067170104684614,0.4114583333333333,0.109375,1.0,74.203125,15.760416666666666
19,300,98.90979166666666,54.52427083333333,32.78764770544714,0.359375,0.08333333333333333,1.0,74.359375,15.8125
42,0,14.817812499999997,7.4089062499999985,89.86020171957671,0.8802083333333334,0.8697916666666666,0.0625,31.572916666666668,1.5364583333333333
42,20,16.990625,8.4953125,89.75550707972583,0.8802083333333334,0.8697916666666666,0.09375,32.942708333333336,1.78125
42,40,19.814166666666665,9.907083333333333,89.01619530387912,0.875,0.859375,0.15625,34.567708333333336,2.109375
42,60,22.673125,11.3365625,89.32682954810711,0.8802083333333334,0.8645833333333334,0.18229166666666666,36.53125,2.3020833333333335
42,80,26.142187500000002,13.09125,87.55458733616388,0.8645833333333334,0.8385416666666666,0.23958333333333334,38.145833333333336,2.7916666666666665
42,100,31.759375000000002,15.918385416666666,85.26766521500946,0.8489583333333334,0.8020833333333334,0.3333333333333333,40.838541666666664,3.6041666666666665
42,120,38.403645833333336,19.325416666666666,83.46059724311708,0.8385416666666666,0.7760416666666666,0.4427083333333333,44.432291666666664,4.604166666666667
42,140,62.490937499999994,31.866666666666664,72.2296440722089,0.7864583333333334,0.578125,0.734375,55.546875,9.041666666666666
42,160,87.80572916666667,45.3778125,59.10331738274124,0.7447916666666666,0.3125,0.921875,66.78645833333333,13.984375
42,180,95.08281249999999,49.72239583333333,49.447631468190686,0.625,0.20833333333333334,0.9739583333333334,70.49479166666667,15.302083333333334
42,200,96.694375,51.07765625,47.414840647183915,0.5989583333333334,0.1875,0.984375,71.78125,15.588541666666666
42,220,97.43364583333334,51.90213541666666,43.46169101196432,0.5364583333333334,0.15625,0.984375,72.25,15.677083333333334
42,240,98.22708333333333,53.071875,38.256897535728804,0.4427083333333333,0.13020833333333334,0.9895833333333334,73.02083333333333,15.770833333333334
42,260,98.51677083333333,53.47119791666666,35.52098024882467,0.390625,0.11979166666666667,0.9895833333333334,73.171875,15.8125
42,280,98.93572916666666,54.102864583333336,32.581545264304545,0.3385416666666667,0.10416666666666667,0.9947916666666666,73.61979166666667,15.875
42,300,99.083125,54.5659375,30.125592303973686,0.296875,0.08854166666666667,1.0,73.890625,15.875
73,0,16.4871875,8.24359375,87.35385299953316,0.8489583333333334,0.84375,0.10416666666666667,32.234375,1.578125
73,20,18.4271875,9.21359375,86.01729545985062,0.8333333333333334,0.828125,0.13541666666666666,33.1875,1.7135416666666667
73,40,21.009166666666665,10.52109375,84.44648347277507,0.8177083333333334,0.8072916666666666,0.171875,34.427083333333336,2.0260416666666665
73,60,24.568541666666665,12.30078125,83.71762494704154,0.8125,0.796875,0.234375,36.484375,2.4375
73,80,27.903020833333333,13.968020833333334,83.44730079781114,0.8125,0.7916666666666666,0.2864583333333333,38.526041666666664,2.8020833333333335
73,100,33.724375,16.886354166666667,79.36546594897263,0.7708333333333334,0.7395833333333334,0.40625,41.151041666666664,3.5625
73,120,41.07145833333333,20.6684375,76.15852784162576,0.7395833333333334,0.703125,0.5572916666666666,45.119791666666664,4.661458333333333
73,140,62.42499999999999,32.12223958333333,66.5072746185846,0.7135416666666666,0.5104166666666666,0.7604166666666666,55.098958333333336,8.760416666666666
73,160,87.17489583333332,46.084062499999995,55.20272823626394,0.671875,0.296875,0.9114583333333334,67.61979166666667,13.682291666666666
73,180,93.46354166666667,50.018541666666664,48.19390647174606,0.5833333333333334,0.22395833333333334,0.96875,70.84375,14.890625
73,200,96.12614583333334,51.859375,44.6459360683069,0.5416666666666666,0.18229166666666666,0.9895833333333334,72.39583333333333,15.40625
73,220,97.96135416666668,53.20786458333333,41.15409476440097,0.5,0.140625,1.0,73.44791666666667,15.729166666666666
73,240,98.23739583333332,53.59994791666666,37.29584541069883,0.4427083333333333,0.10416666666666667,1.0,73.53125,15.729166666666666
73,260,99.03625,54.410468749999986,32.49243743550051,0.3697916666666667,0.0625,1.0,74.15104166666667,15.875
73,280,99.04739583333333,54.67010416666667,30.009585339983943,0.3229166666666667,0.052083333333333336,1.0,74.25520833333333,15.875
73,300,99.305,54.968906249999996,26.635482957803003,0.2604166666666667,0.036458333333333336,1.0,74.22395833333333,15.916666666666666
101,0,14.853125,7.4265625,87.55303693447077,0.8489583333333334,0.84375,0.08854166666666667,31.015625,1.4375
101,20,16.050416666666667,8.025208333333333,87.48873970358345,0.8489583333333334,0.84375,0.09895833333333333,31.786458333333332,1.5625
101,40,18.337604166666665,9.168802083333333,87.23140820406445,0.8489583333333334,0.8385416666666666,0.11979166666666667,33.135416666666664,1.8802083333333333
101,60,21.654791666666668,10.845520833333333,86.90138393043289,0.8489583333333334,0.8333333333333334,0.15625,35.223958333333336,2.1875
101,80,25.660104166666667,12.848177083333333,86.08166516540162,0.84375,0.8229166666666666,0.23958333333333334,37.578125,2.6302083333333335
101,100,30.21864583333333,15.14515625,85.23791834151258,0.8385416666666666,0.8125,0.3541666666666667,40.229166666666664,3.2083333333333335
101,120,37.06229166666667,18.66604166666667,81.84115851853613,0.8177083333333334,0.7552083333333334,0.40625,43.572916666666664,4.328125
101,140,49.64031249999999,25.256666666666664,77.29710594863941,0.8072916666666666,0.6666666666666666,0.5885416666666666,49.927083333333336,6.671875
101,160,81.94114583333332,42.23489583333333,62.71701759435168,0.7604166666666666,0.3854166666666667,0.9010416666666666,65.0,12.885416666666666
101,180,91.87979166666666,48.04604166666667,53.658539213964424,0.6979166666666666,0.22916666666666666,0.953125,69.10416666666667,14.78125
101,200,95.10718750000001,50.41463541666667,46.285464507274206,0.5885416666666666,0.16666666666666666,0.9791666666666666,70.73958333333333,15.307291666666666
101,220,96.19572916666668,51.419843750000005,42.66207136346697,0.5260416666666666,0.14583333333333334,0.9739583333333334,71.46875,15.484375
101,240,97.34770833333334,52.549531249999994,39.22475170956208,0.4635416666666667,0.13020833333333334,0.9895833333333334,72.51041666666667,15.625
101,260,97.84239583333333,53.03666666666666,36.34702808389437,0.4166666666666667,0.109375,1.0,72.671875,15.71875
101,280,98.14364583333334,53.501406249999995,33.66943950460301,0.3697916666666667,0.09375,1.0,72.98958333333333,15.739583333333334
101,300,98.4034375,53.950104166666655,29.227139574928856,0.2916666666666667,0.06770833333333333,1.0,73.171875,15.760416666666666
