seed,case_id,trial,n,naive_proxy,naive_quality,naive_flagged,guarded_proxy,guarded_quality,guarded_utility,coverage
7,p037,10,4,14.66,100.0,0,14.66,100.0,100.0,1
7,p037,10,8,45.02,95.71428571428571,1,14.66,100.0,100.0,1
7,p037,10,16,45.02,95.71428571428571,1,18.14,100.0,100.0,1
7,p037,10,32,45.02,95.71428571428571,1,18.14,100.0,100.0,1
7,p037,10,64,97.67999999999999,58.888888888888886,1,26.1,100.0,100.0,1
7,p037,11,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p037,11,2,16.880000000000003,20.0,1,9.34,100.0,100.0,1
7,p037,11,4,18.0,100.0,0,18.0,100.0,100.0,1
7,p037,11,8,18.14,100.0,0,18.14,100.0,100.0,1
7,p037,11,16,65.82000000000001,96.66666666666667,1,18.14,100.0,100.0,1
7,p037,11,32,65.82000000000001,96.66666666666667,1,27.419999999999998,98.0,98.0,1
7,p037,11,64,93.66,13.529411764705882,1,35.28,18.0,18.0,1
7,p038,0,1,45.34,95.71428571428571,1,,,0.0,0
7,p038,0,2,45.34,95.71428571428571,1,9.5,100.0,100.0,1
7,p038,0,4,45.34,95.71428571428571,1,9.5,100.0,100.0,1
7,p038,0,8,45.34,95.71428571428571,1,11.26,20.0,20.0,1
7,p038,0,16,48.2,97.0,1,35.06,100.0,100.0,1
7,p038,0,32,48.2,97.0,1,35.06,100.0,100.0,1
7,p038,0,64,48.2,97.0,1,35.06,100.0,100.0,1
7,p038,1,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p038,1,2,9.34,100.0,0,9.34,100.0,100.0,1
7,p038,1,4,9.34,100.0,0,9.34,100.0,100.0,1
7,p038,1,8,27.1,98.0,0,27.1,98.0,98.0,1
7,p038,1,16,100.0,13.0,1,27.1,98.0,98.0,1
7,p038,1,32,100.0,13.0,1,27.1,98.0,98.0,1
7,p038,1,64,100.0,13.0,1,27.1,98.0,98.0,1
7,p038,2,1,9.04,100.0,0,9.04,100.0,100.0,1
7,p038,2,2,9.18,100.0,0,9.18,100.0,100.0,1
7,p038,2,4,26.96,98.0,0,26.96,98.0,98.0,1
7,p038,2,8,29.48,17.5,1,26.96,98.0,98.0,1
7,p038,2,16,29.48,17.5,1,26.96,98.0,98.0,1
7,p038,2,32,29.48,17.5,1,27.259999999999998,98.0,98.0,1
7,p038,2,64,94.13999999999999,13.529411764705882,1,27.259999999999998,98.0,98.0,1
7,p038,3,1,9.66,100.0,0,9.66,100.0,100.0,1
7,p038,3,2,9.66,100.0,0,9.66,100.0,100.0,1
7,p038,3,4,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
7,p038,3,8,44.02,98.75,1,27.419999999999998,98.0,98.0,1
7,p038,3,16,44.02,98.75,1,27.419999999999998,98.0,98.0,1
7,p038,3,32,50.1,16.666666666666664,1,27.419999999999998,98.0,98.0,1
7,p038,3,64,50.1,16.666666666666664,1,27.419999999999998,98.0,98.0,1
7,p038,4,1,18.3,100.0,0,18.3,100.0,100.0,1
7,p038,4,2,18.3,100.0,0,18.3,100.0,100.0,1
7,p038,4,4,18.3,100.0,0,18.3,100.0,100.0,1
7,p038,4,8,18.3,100.0,0,18.3,100.0,100.0,1
7,p038,4,16,89.03999999999999,58.529411764705884,1,35.06,100.0,100.0,1
7,p038,4,32,89.03999999999999,58.529411764705884,1,35.06,100.0,100.0,1
7,p038,4,64,91.6,93.88888888888889,1,35.06,100.0,100.0,1
7,p038,5,1,9.5,100.0,0,9.5,100.0,100.0,1
7,p038,5,2,9.66,100.0,0,9.66,100.0,100.0,1
7,p038,5,4,9.66,100.0,0,9.66,100.0,100.0,1
7,p038,5,8,20.52,20.0,0,20.52,20.0,20.0,1
7,p038,5,16,47.879999999999995,97.0,1,26.96,98.0,98.0,1
7,p038,5,32,47.879999999999995,97.0,1,26.96,98.0,98.0,1
7,p038,5,64,57.16,97.27272727272728,1,26.96,98.0,98.0,1
7,p038,6,1,9.04,100.0,0,9.04,100.0,100.0,1
7,p038,6,2,9.04,100.0,0,9.04,100.0,100.0,1
7,p038,6,4,14.68,100.0,0,14.68,100.0,100.0,1
7,p038,6,8,15.3,100.0,0,15.3,100.0,100.0,1
7,p038,6,16,25.64,100.0,0,25.64,100.0,100.0,1
7,p038,6,32,47.879999999999995,97.0,1,26.96,98.0,98.0,1
7,p038,6,64,50.42,16.666666666666664,1,34.6,100.0,100.0,1
7,p038,7,1,43.56,98.75,1,,,0.0,0
7,p038,7,2,43.56,98.75,1,9.34,100.0,100.0,1
7,p038,7,4,91.44,93.88888888888889,1,9.34,100.0,100.0,1
7,p038,7,8,91.44,93.88888888888889,1,27.259999999999998,98.0,98.0,1
7,p038,7,16,91.44,93.88888888888889,1,27.58,98.0,98.0,1
7,p038,7,32,91.44,93.88888888888889,1,27.58,98.0,98.0,1
7,p038,7,64,91.44,93.88888888888889,1,27.58,98.0,98.0,1
7,p038,8,1,25.64,100.0,0,25.64,100.0,100.0,1
7,p038,8,2,25.64,100.0,0,25.64,100.0,100.0,1
7,p038,8,4,25.64,100.0,0,25.64,100.0,100.0,1
7,p038,8,8,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
7,p038,8,16,29.48,17.5,1,27.419999999999998,98.0,98.0,1
7,p038,8,32,29.48,17.5,1,27.419999999999998,98.0,98.0,1
7,p038,8,64,47.900000000000006,97.0,1,27.419999999999998,98.0,98.0,1
7,p038,9,1,9.5,100.0,0,9.5,100.0,100.0,1
7,p038,9,2,14.68,100.0,0,14.68,100.0,100.0,1
7,p038,9,4,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p038,9,8,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p038,9,16,34.76,100.0,0,34.76,100.0,100.0,1
7,p038,9,32,50.12,16.666666666666664,1,34.76,100.0,100.0,1
7,p038,9,64,89.03999999999999,58.529411764705884,1,34.76,100.0,100.0,1
7,p038,10,1,15.3,100.0,0,15.3,100.0,100.0,1
7,p038,10,2,15.3,100.0,0,15.3,100.0,100.0,1
7,p038,10,4,18.14,100.0,0,18.14,100.0,100.0,1
7,p038,10,8,20.68,20.0,0,20.68,20.0,20.0,1
7,p038,10,16,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
7,p038,10,32,91.44,93.88888888888889,1,25.799999999999997,100.0,100.0,1
7,p038,10,64,91.44,93.88888888888889,1,26.1,100.0,100.0,1
7,p038,11,1,11.88,20.0,0,11.88,20.0,20.0,1
7,p038,11,2,25.96,100.0,0,25.96,100.0,100.0,1
7,p038,11,4,25.96,100.0,0,25.96,100.0,100.0,1
7,p038,11,8,27.58,98.0,0,27.58,98.0,98.0,1
7,p038,11,16,27.58,98.0,0,27.58,98.0,98.0,1
7,p038,11,32,93.66,13.529411764705882,1,27.58,98.0,98.0,1
7,p038,11,64,93.66,13.529411764705882,1,27.58,98.0,98.0,1
7,p039,0,1,9.04,100.0,0,9.04,100.0,100.0,1
7,p039,0,2,9.18,100.0,0,9.18,100.0,100.0,1
7,p039,0,4,9.18,100.0,0,9.18,100.0,100.0,1
7,p039,0,8,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
7,p039,0,16,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
7,p039,0,32,47.260000000000005,97.0,1,26.1,100.0,100.0,1
7,p039,0,64,91.6,93.88888888888889,1,27.1,98.0,98.0,1
7,p039,1,1,25.86,20.0,0,25.86,20.0,20.0,1
7,p039,1,2,25.86,20.0,0,25.86,20.0,20.0,1
7,p039,1,4,25.86,20.0,0,25.86,20.0,20.0,1
7,p039,1,8,25.86,20.0,0,25.86,20.0,20.0,1
7,p039,1,16,48.2,97.0,1,26.1,100.0,100.0,1
7,p039,1,32,48.2,97.0,1,26.96,98.0,98.0,1
7,p039,1,64,91.3,93.88888888888889,1,27.58,98.0,98.0,1
7,p039,2,1,9.5,100.0,0,9.5,100.0,100.0,1
7,p039,2,2,9.5,100.0,0,9.5,100.0,100.0,1
7,p039,2,4,11.72,20.0,0,11.72,20.0,20.0,1
7,p039,2,8,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
7,p039,2,16,25.799999999999997,100.0,0,25.799999999999997,100.0,100.0,1
7,p039,2,32,66.12,96.66666666666667,1,27.259999999999998,98.0,98.0,1
7,p039,2,64,91.3,93.88888888888889,1,27.259999999999998,98.0,98.0,1
7,p039,3,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p039,3,2,9.66,100.0,0,9.66,100.0,100.0,1
7,p039,3,4,14.66,100.0,0,14.66,100.0,100.0,1
7,p039,3,8,14.66,100.0,0,14.66,100.0,100.0,1
7,p039,3,16,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p039,3,32,47.879999999999995,97.0,1,25.479999999999997,100.0,100.0,1
7,p039,3,64,47.879999999999995,97.0,1,26.48,20.0,20.0,1
7,p039,4,1,9.5,100.0,0,9.5,100.0,100.0,1
7,p039,4,2,9.5,100.0,0,9.5,100.0,100.0,1
7,p039,4,4,14.68,100.0,0,14.68,100.0,100.0,1
7,p039,4,8,50.5,96.25,1,26.96,98.0,98.0,1
7,p039,4,16,50.5,96.25,1,26.96,98.0,98.0,1
7,p039,4,32,61.64,97.0,1,27.419999999999998,98.0,98.0,1
7,p039,4,64,93.66,13.529411764705882,1,32.28,98.33333333333333,98.33333333333333,1
7,p039,5,1,9.66,100.0,0,9.66,100.0,100.0,1
7,p039,5,2,9.66,100.0,0,9.66,100.0,100.0,1
7,p039,5,4,48.2,97.0,1,9.66,100.0,100.0,1
7,p039,5,8,48.2,97.0,1,18.619999999999997,100.0,100.0,1
7,p039,5,16,48.2,97.0,1,23.64,100.0,100.0,1
7,p039,5,32,48.2,97.0,1,27.58,98.0,98.0,1
7,p039,5,64,48.2,97.0,1,27.58,98.0,98.0,1
7,p039,6,1,14.66,100.0,0,14.66,100.0,100.0,1
7,p039,6,2,14.66,100.0,0,14.66,100.0,100.0,1
7,p039,6,4,18.3,100.0,0,18.3,100.0,100.0,1
7,p039,6,8,91.3,93.88888888888889,1,25.96,100.0,100.0,1
7,p039,6,16,91.3,93.88888888888889,1,25.96,100.0,100.0,1
7,p039,6,32,91.3,93.88888888888889,1,27.419999999999998,98.0,98.0,1
7,p039,6,64,91.3,93.88888888888889,1,34.76,100.0,100.0,1
7,p039,7,1,11.26,20.0,0,11.26,20.0,20.0,1
7,p039,7,2,18.46,100.0,0,18.46,100.0,100.0,1
7,p039,7,4,18.46,100.0,0,18.46,100.0,100.0,1
7,p039,7,8,18.46,100.0,0,18.46,100.0,100.0,1
7,p039,7,16,89.03999999999999,58.529411764705884,1,46.239999999999995,18.57142857142857,18.57142857142857,1
7,p039,7,32,94.13999999999999,13.529411764705882,1,46.239999999999995,18.57142857142857,18.57142857142857,1
7,p039,7,64,94.13999999999999,13.529411764705882,1,46.239999999999995,18.57142857142857,18.57142857142857,1
7,p039,8,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p039,8,2,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p039,8,4,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p039,8,8,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p039,8,16,89.03999999999999,58.529411764705884,1,25.479999999999997,100.0,100.0,1
7,p039,8,32,89.03999999999999,58.529411764705884,1,26.96,98.0,98.0,1
7,p039,8,64,89.03999999999999,58.529411764705884,1,26.96,98.0,98.0,1
7,p039,9,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p039,9,2,9.66,100.0,0,9.66,100.0,100.0,1
7,p039,9,4,15.3,100.0,0,15.3,100.0,100.0,1
7,p039,9,8,49.63999999999999,16.666666666666664,1,15.3,100.0,100.0,1
7,p039,9,16,49.63999999999999,16.666666666666664,1,34.6,100.0,100.0,1
7,p039,9,32,49.63999999999999,16.666666666666664,1,34.6,100.0,100.0,1
7,p039,9,64,49.63999999999999,16.666666666666664,1,35.06,100.0,100.0,1
7,p039,10,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p039,10,2,9.34,100.0,0,9.34,100.0,100.0,1
7,p039,10,4,25.64,100.0,0,25.64,100.0,100.0,1
7,p039,10,8,25.64,100.0,0,25.64,100.0,100.0,1
7,p039,10,16,91.44,93.88888888888889,1,25.64,100.0,100.0,1
7,p039,10,32,91.44,93.88888888888889,1,27.419999999999998,98.0,98.0,1
7,p039,10,64,91.6,93.88888888888889,1,27.419999999999998,98.0,98.0,1
7,p039,11,1,11.56,20.0,0,11.56,20.0,20.0,1
7,p039,11,2,11.56,20.0,0,11.56,20.0,20.0,1
7,p039,11,4,20.52,20.0,0,20.52,20.0,20.0,1
7,p039,11,8,20.52,20.0,0,20.52,20.0,20.0,1
7,p039,11,16,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
7,p039,11,32,47.879999999999995,97.0,1,27.419999999999998,98.0,98.0,1
7,p039,11,64,47.879999999999995,97.0,1,35.06,100.0,100.0,1
7,p040,0,1,9.66,100.0,0,9.66,100.0,100.0,1
7,p040,0,2,11.26,20.0,0,11.26,20.0,20.0,1
7,p040,0,4,11.26,20.0,0,11.26,20.0,20.0,1
7,p040,0,8,100.0,13.88888888888889,1,25.96,100.0,100.0,1
7,p040,0,16,100.0,13.88888888888889,1,25.96,100.0,100.0,1
7,p040,0,32,100.0,13.88888888888889,1,25.96,100.0,100.0,1
7,p040,0,64,100.0,13.88888888888889,1,33.06,98.33333333333333,98.33333333333333,1
7,p040,1,1,9.04,100.0,0,9.04,100.0,100.0,1
7,p040,1,2,14.66,100.0,0,14.66,100.0,100.0,1
7,p040,1,4,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
7,p040,1,8,27.419999999999998,98.0,0,27.419999999999998,98.0,98.0,1
7,p040,1,16,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,1,32,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,1,64,89.2,93.52941176470588,1,32.6,98.33333333333333,98.33333333333333,1
7,p040,2,1,9.18,100.0,0,9.18,100.0,100.0,1
7,p040,2,2,9.18,100.0,0,9.18,100.0,100.0,1
7,p040,2,4,9.18,100.0,0,9.18,100.0,100.0,1
7,p040,2,8,26.1,100.0,0,26.1,100.0,100.0,1
7,p040,2,16,50.5,96.25,1,26.1,100.0,100.0,1
7,p040,2,32,50.5,96.25,1,26.1,100.0,100.0,1
7,p040,2,64,83.72,95.71428571428571,1,26.1,100.0,100.0,1
7,p040,3,1,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
7,p040,3,2,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
7,p040,3,4,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
7,p040,3,8,47.879999999999995,97.0,1,18.619999999999997,100.0,100.0,1
7,p040,3,16,47.879999999999995,97.0,1,23.619999999999997,100.0,100.0,1
7,p040,3,32,47.879999999999995,97.0,1,27.259999999999998,98.0,98.0,1
7,p040,3,64,47.879999999999995,97.0,1,27.259999999999998,98.0,98.0,1
7,p040,4,1,27.259999999999998,98.0,0,27.259999999999998,98.0,98.0,1
7,p040,4,2,27.259999999999998,98.0,0,27.259999999999998,98.0,98.0,1
7,p040,4,4,27.259999999999998,98.0,0,27.259999999999998,98.0,98.0,1
7,p040,4,8,27.259999999999998,98.0,0,27.259999999999998,98.0,98.0,1
7,p040,4,16,27.259999999999998,98.0,0,27.259999999999998,98.0,98.0,1
7,p040,4,32,45.5,95.71428571428571,1,27.259999999999998,98.0,98.0,1
7,p040,4,64,56.22,97.27272727272728,1,27.259999999999998,98.0,98.0,1
7,p040,5,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p040,5,2,9.34,100.0,0,9.34,100.0,100.0,1
7,p040,5,4,18.3,100.0,0,18.3,100.0,100.0,1
7,p040,5,8,18.3,100.0,0,18.3,100.0,100.0,1
7,p040,5,16,28.02,20.0,1,18.3,100.0,100.0,1
7,p040,5,32,47.879999999999995,97.0,1,23.32,100.0,100.0,1
7,p040,5,64,50.42,16.666666666666664,1,27.58,98.0,98.0,1
7,p040,6,1,11.72,20.0,0,11.72,20.0,20.0,1
7,p040,6,2,26.1,100.0,0,26.1,100.0,100.0,1
7,p040,6,4,26.1,100.0,0,26.1,100.0,100.0,1
7,p040,6,8,26.1,100.0,0,26.1,100.0,100.0,1
7,p040,6,16,56.86,97.27272727272728,1,26.1,100.0,100.0,1
7,p040,6,32,56.86,97.27272727272728,1,26.1,100.0,100.0,1
7,p040,6,64,56.86,97.27272727272728,1,27.58,98.0,98.0,1
7,p040,7,1,9.66,100.0,0,9.66,100.0,100.0,1
7,p040,7,2,32.28,98.33333333333333,0,32.28,98.33333333333333,98.33333333333333,1
7,p040,7,4,32.28,98.33333333333333,0,32.28,98.33333333333333,98.33333333333333,1
7,p040,7,8,48.2,97.0,1,32.28,98.33333333333333,98.33333333333333,1
7,p040,7,16,48.2,97.0,1,35.06,100.0,100.0,1
7,p040,7,32,48.2,97.0,1,35.06,100.0,100.0,1
7,p040,7,64,48.2,97.0,1,35.06,100.0,100.0,1
7,p040,8,1,11.88,20.0,0,11.88,20.0,20.0,1
7,p040,8,2,18.46,100.0,0,18.46,100.0,100.0,1
7,p040,8,4,18.46,100.0,0,18.46,100.0,100.0,1
7,p040,8,8,18.46,100.0,0,18.46,100.0,100.0,1
7,p040,8,16,32.6,98.33333333333333,0,32.6,98.33333333333333,98.33333333333333,1
7,p040,8,32,47.42,97.0,1,34.8,18.0,18.0,1
7,p040,8,64,47.42,97.0,1,34.8,18.0,18.0,1
7,p040,9,1,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,9,2,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,9,4,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,9,8,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,9,16,27.58,98.0,0,27.58,98.0,98.0,1
7,p040,9,32,34.44,100.0,0,34.44,100.0,100.0,1
7,p040,9,64,34.44,100.0,0,34.44,100.0,100.0,1
7,p040,10,1,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
7,p040,10,2,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
7,p040,10,4,18.619999999999997,100.0,0,18.619999999999997,100.0,100.0,1
7,p040,10,8,26.32,20.0,0,26.32,20.0,20.0,1
7,p040,10,16,26.32,20.0,0,26.32,20.0,20.0,1
7,p040,10,32,26.32,20.0,0,26.32,20.0,20.0,1
7,p040,10,64,49.48,16.666666666666664,1,27.1,98.0,98.0,1
7,p040,11,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p040,11,2,49.48,16.666666666666664,1,9.34,100.0,100.0,1
7,p040,11,4,49.48,16.666666666666664,1,18.46,100.0,100.0,1
7,p040,11,8,49.48,16.666666666666664,1,18.46,100.0,100.0,1
7,p040,11,16,49.48,16.666666666666664,1,35.44,18.0,18.0,1
7,p040,11,32,49.48,16.666666666666664,1,35.44,18.0,18.0,1
7,p040,11,64,49.48,16.666666666666664,1,35.44,18.0,18.0,1
7,p041,0,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p041,0,2,9.5,100.0,0,9.5,100.0,100.0,1
7,p041,0,4,45.18000000000001,95.71428571428571,1,9.5,100.0,100.0,1
7,p041,0,8,48.2,97.0,1,23.64,100.0,100.0,1
7,p041,0,16,48.2,97.0,1,23.64,100.0,100.0,1
7,p041,0,32,97.84,93.88888888888889,1,26.96,98.0,98.0,1
7,p041,0,64,97.84,93.88888888888889,1,27.58,98.0,98.0,1
7,p041,1,1,18.46,100.0,0,18.46,100.0,100.0,1
7,p041,1,2,18.46,100.0,0,18.46,100.0,100.0,1
7,p041,1,4,18.46,100.0,0,18.46,100.0,100.0,1
7,p041,1,8,47.879999999999995,97.0,1,18.46,100.0,100.0,1
7,p041,1,16,47.900000000000006,97.0,1,18.46,100.0,100.0,1
7,p041,1,32,47.900000000000006,97.0,1,25.64,100.0,100.0,1
7,p041,1,64,91.3,93.88888888888889,1,27.259999999999998,98.0,98.0,1
7,p041,2,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p041,2,2,11.88,20.0,0,11.88,20.0,20.0,1
7,p041,2,4,11.88,20.0,0,11.88,20.0,20.0,1
7,p041,2,8,27.58,98.0,0,27.58,98.0,98.0,1
7,p041,2,16,27.58,98.0,0,27.58,98.0,98.0,1
7,p041,2,32,89.2,93.52941176470588,1,27.58,98.0,98.0,1
7,p041,2,64,89.2,93.52941176470588,1,27.58,98.0,98.0,1
7,p041,3,1,11.72,20.0,0,11.72,20.0,20.0,1
7,p041,3,2,11.72,20.0,0,11.72,20.0,20.0,1
7,p041,3,4,11.72,20.0,0,11.72,20.0,20.0,1
7,p041,3,8,45.34,95.71428571428571,1,14.66,100.0,100.0,1
7,p041,3,16,45.34,95.71428571428571,1,26.32,20.0,20.0,1
7,p041,3,32,56.839999999999996,97.27272727272728,1,26.32,20.0,20.0,1
7,p041,3,64,56.839999999999996,97.27272727272728,1,26.32,20.0,20.0,1
7,p041,4,1,9.34,100.0,0,9.34,100.0,100.0,1
7,p041,4,2,9.34,100.0,0,9.34,100.0,100.0,1
7,p041,4,4,18.0,100.0,0,18.0,100.0,100.0,1
7,p041,4,8,18.0,100.0,0,18.0,100.0,100.0,1
7,p041,4,16,18.3,100.0,0,18.3,100.0,100.0,1
7,p041,4,32,45.5,95.71428571428571,1,24.1,100.0,100.0,1
7,p041,4,64,47.879999999999995,97.0,1,27.419999999999998,98.0,98.0,1
7,p041,5,1,9.04,100.0,0,9.04,100.0,100.0,1
7,p041,5,2,9.34,100.0,0,9.34,100.0,100.0,1
7,p041,5,4,11.26,20.0,0,11.26,20.0,20.0,1
7,p041,5,8,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p041,5,16,25.479999999999997,100.0,0,25.479999999999997,100.0,100.0,1
7,p041,5,32,39.7,95.0,1,25.96,100.0,100.0,1
7,p041,5,64,89.2,93.52941176470588,1,27.58,98.0,98.0,1
7,p041,6,1,14.66,100.0,0,14.66,100.0,100.0,1
7,p041,6,2,14.66,100.0,0,14.66,100.0,100.0,1
7,p041,6,4,47.260000000000005,97.0,1,18.14,100.0,100.0,1
7,p041,6,8,47.260000000000005,97.0,1,18.14,100.0,100.0,1
7,p041,6,16,47.260000000000005,97.0,1,33.06,98.33333333333333,98.33333333333333,1
7,p041,6,32,47.879999999999995,97.0,1,33.06,98.33333333333333,98.33333333333333,1
7,p041,6,64,47.879999999999995,97.0,1,33.06,98.33333333333333,98.33333333333333,1
7,p041,7,1,14.66,100.0,0,14.66,100.0,100.0,1
